,seconds,107_flow,107_density,107_speed,105_flow,105_density,105_speed,108_flow,108_density,108_speed,103_flow,103_density,103_speed,flow_new,density_new,speed_new
0,581,2.0299320048713003,0.0561780013673367,38.165325740047976,2.281360719140835,0.0302366778897963,79.70775754721369,3.1179645120413824,0.0347929094330009,94.83522860200628,2,0.069,28.98550725,3.1179645120413824,0.0347929094330009,94.83522860200628
1,582,2.217557528216891,0.0555684562847332,42.18359403718627,2.159326364936946,0.0280808038050538,84.64787086652666,2.91625360613268,0.0341840609155722,89.15675612657711,1,0.081,12.34567901,2.91625360613268,0.0341840609155722,104.10469161368636
2,583,2.1968377636248064,0.0560751641623776,41.29436749364472,2.239390520657237,0.0272731082045725,91.16342835542888,2.924229453167662,0.0347379598759939,87.80849363833167,1,0.069,14.49275362,2.6754945801038525,0.0347379598759939,104.33146977525502
3,584,2.368567500422444,0.0547135083373893,46.48011162282141,2.121353328213691,0.0253232883755655,96.4867993215785,3.026683790961218,0.0357343446497088,87.87392997944295,2,0.061,32.78688525,3.0015991817740106,0.0357343446497088,87.87392997944295
4,585,2.238227738477449,0.0520423805909712,45.624862896838415,2.395510154098101,0.0257305942445593,103.38509642428532,2.928904382298245,0.0359501213497365,84.51751559568648,1,0.063,15.87301587,2.928904382298245,0.031892244227263236,84.51751559568648
5,586,2.501253668146264,0.0515304078680216,51.48371948761571,2.548318710850663,0.0270514900307917,103.15890638387718,2.8404372982698405,0.035688205030714,82.20546304943062,1,0.039,25.64102564,2.8404372982698405,0.035688205030714,72.7448450215612
6,587,2.548753318799001,0.0497126970234481,55.38677033831897,2.4008597860077425,0.0264561100278592,97.91300321207936,2.665157555577475,0.0356036140754079,77.11309820472293,1,0.033,30.3030303,2.665157555577475,0.0356036140754079,100.09088274788888
7,588,2.496491097961001,0.0484490538783578,55.33832066609811,2.3626826635308147,0.0257650519299678,98.50859021092896,2.6018092169510485,0.0352985079729881,75.64788838141598,2,0.016,125.0,2.6018092169510485,0.024835747298439275,52.870272556147114
8,589,2.449206231488525,0.0483216307470856,54.11113109694591,2.423379552718356,0.0262445707937804,98.40325756226906,2.6397321486699963,0.0356700786422273,75.73195732032875,2,0.057,35.0877193,2.6397321486699963,0.026625245353603777,75.73195732032875
9,590,2.31118659039438,0.0462592532473632,52.52911861152249,2.2878195953166083,0.0251546116705632,95.46652518205296,2.578805277368092,0.0351300711524914,74.86859630601172,2,0.08,25.0,2.68335110817635,0.0351300711524914,74.86859630601172
10,591,2.186311677023486,0.043165779414281,54.43878780661559,2.641360586238836,0.026949410559081,99.36148815519076,2.6189190604758927,0.0347557786617779,76.89576295782012,2,0.039,51.28205128,2.6189190604758927,0.0347557786617779,76.89576295782012
11,592,2.168567707783154,0.0404515782319685,62.24115433931887,2.7707548161208515,0.0281923238391685,99.42229880707735,2.7504505785258075,0.0335790378368467,86.57915968564677,1,0.066,15.15151515,2.7504505785258075,0.0335790378368467,86.57915968564677
12,593,2.05727554513714,0.0404932268765429,58.6426179012885,2.7925876907760085,0.0308025787116287,95.09225459021285,2.6789790948566834,0.0326667485190517,86.27003336606137,1,0.039,25.64102564,2.6789790948566834,0.0326667485190517,80.844530589407
13,594,1.9565826360764595,0.0401076285073483,55.6708470906896,2.7171031487973414,0.0308404283581402,92.14085549590683,2.709552514394142,0.0316127724696182,91.2813529407222,1,0.065,15.38461538,2.992058859830961,0.0316127724696182,80.49846630974065
14,595,1.8654795278787013,0.0374730395066485,58.02192287824297,2.553569515578547,0.0288937208954602,92.52304508201097,2.6419760844518425,0.0297448893772736,98.460906632082,2,0.032,62.5,2.9935286599312763,0.0297448893772736,91.79414756228097
15,596,1.7830529061759677,0.0360629087917296,56.6977061336484,2.596086704571066,0.0289228903339878,93.49606231229562,2.485597409742143,0.0291977570556285,93.051931397598,1,0.014,71.42857143,2.485597409742143,0.0291977570556285,125.97961100145531
16,597,1.803714534159209,0.034490779954422,61.0381843399676,2.5393165422309645,0.0288349960164651,91.39439651398176,2.9155405135762247,0.0303027325741401,100.52971197877916,2,0.014,142.8571429,2.2275457218444297,0.0303027325741401,100.52971197877916
17,598,1.7271702928107129,0.032645097196858,61.52754493520878,2.3927149667803964,0.0274983297291827,89.12517470979301,2.828346178949918,0.0292072342337458,101.08716595222874,2,0.038,52.63157895,2.828346178949918,0.02746067943498009,83.48865330958253
18,599,1.6579159792096925,0.0311868339400144,61.16228424518889,2.2600754461346444,0.0265556316597368,86.04831824409844,2.749456066668973,0.0279113071638652,103.66982902344506,3,0.019,157.8947368,2.749456066668973,0.03564912858555329,90.01499176439413
19,600,1.6904954097611504,0.0307140137552511,62.60122731136138,2.521020641740869,0.027226523882619,92.02557591608908,2.77331739365288,0.0287959445768304,101.47700352502171,1,0.053,18.86792453,2.77331739365288,0.0287959445768304,101.47700352502171
20,601,1.7199720374029457,0.0310058008261796,62.2783034074222,2.376161533003644,0.0279478073223695,85.99796222693772,2.7949062133049867,0.0281487117599894,104.79953998930536,1,0.056,17.85714286,1.7811697612203183,0.022628909898304177,101.89530219482802
21,602,1.937117557650284,0.0330475763665434,63.61095893433437,2.43557472033663,0.0268861113869058,94.81448283389602,2.719200859656893,0.0270678820685619,106.15649989508582,2,0.048,41.66666667,2.719200859656893,0.0270678820685619,79.15383221081808
22,603,1.847868266445495,0.033582727855444,60.01582655677872,2.4893295088759984,0.0293921960167243,91.15510136781069,2.555467444451475,0.0278042742525084,98.7830839222205,3,0.086,34.88372093,2.555467444451475,0.0278042742525084,61.05093787650958
23,604,2.148071288688781,0.0340245844406398,66.75850531327598,3.014155269935427,0.0313167487770362,97.8346462470668,2.7882800687894296,0.0291181528951266,100.82205761534236,1,0.065,15.38461538,3.6259606882862565,0.0291181528951266,100.82205761534236
24,605,2.2292073564327066,0.0330698621129598,72.30531433105921,3.2032833394653863,0.0345818203220804,95.77606205210807,2.808443871761865,0.0284783288098764,103.9750589281669,4,0.063,63.49206349,3.879044203525514,0.0284783288098764,96.41648075842036
25,606,2.1121399891534014,0.0323330498164875,69.17849241476785,3.279161116659159,0.0392502183866442,91.21137899476444,2.731449217308354,0.0287756308279834,100.10039991024624,2,0.025,80.0,1.647617076042076,0.026013477756600456,100.10039991024624
26,607,2.196698085424506,0.0311584736434887,76.87577885145663,3.157336248405905,0.0397406737783923,86.81458528573926,2.757025482326606,0.0294636659872231,98.50353642641328,1,0.036,27.77777778,3.467865920182752,0.0294636659872231,136.96911181083027
27,608,2.177964934431696,0.0309423227250612,76.14768269703218,3.33282803427201,0.0412891810375931,87.04993090519267,2.589689722105025,0.0282576025598685,94.79118148294536,2,0.041,48.7804878,2.589689722105025,0.0282576025598685,94.79118148294536
28,609,2.065777797819153,0.0298155406560077,73.87891114493388,3.301130126246104,0.0426140209387747,83.93544473231718,2.53352879619026,0.0277759261255953,93.97363053695057,3,0.044,68.18181818,2.53352879619026,0.038709874017496315,93.97363053695057
29,610,2.0595132456459004,0.0286267589744832,77.83183535970208,3.5581653523179035,0.0441555427541295,85.65976583400126,2.4827165298864253,0.0270353617326815,94.5475704858124,2,0.031,64.51612903,2.4827165298864253,0.0270353617326815,94.5475704858124
30,611,1.9586072222510529,0.0270855861197705,78.07234083592093,3.790721033049532,0.04524549106326,87.77918519266781,2.4367435270400994,0.0282319939486166,90.35304477383026,1,0.061,16.39344262,2.5346159446684786,0.022936417601562974,90.35304477383026
31,612,1.8673112963223808,0.0261991282036019,75.99402266107131,3.524938077521005,0.0466506823905686,81.00656438098517,2.2999108101791377,0.0294670421439864,84.05959714394166,1,0.061,16.39344262,2.2999108101791377,0.02309484049073042,84.05959714394166
32,613,1.7847102204821543,0.0251007985651636,75.25000318668356,3.379705879661862,0.0444553793057525,81.362678507558,2.176109780638268,0.0295558952731306,79.18675330547103,1,0.054,18.51851852,2.176109780638268,0.0295558952731306,79.18675330547103
33,614,1.8052140090076636,0.0262658018446718,73.1853770327137,3.343543414932161,0.042050105086157,88.49480436398105,2.15933742057748,0.0292934290566419,78.75247829256904,1,0.024,41.66666667,2.15933742057748,0.0292934290566419,83.54908736022819
34,615,1.728526960530743,0.0254574186213697,71.57248398197908,3.1203488039862406,0.0409405712684278,83.19955983788762,2.239400523379625,0.0315321500988665,76.66349767613389,1,0.033,30.3030303,2.239400523379625,0.0315321500988665,76.66349767613389
35,616,1.659143440480196,0.0244720559907631,71.05857794464774,2.918410822654218,0.0403938501952442,77.98141993999357,2.3118385687720413,0.0317290881846887,77.86561354412113,1,0.015,66.66666667,2.3118385687720413,0.02008040196708564,96.13347298865139
36,617,1.5963678747201775,0.0240038178964047,69.16122420134795,2.830943125258578,0.0392896739861733,77.1683746542799,2.2821396574604185,0.0303834607385279,81.27235164468102,1,0.027,37.03703704,2.2821396574604185,0.0303834607385279,49.415292060577436
37,618,1.5395709342706367,0.0224796447634138,74.47920284883861,2.656567589519666,0.0382525621779663,73.17245969768182,2.25526921389276,0.0300802740015252,80.53492879852092,1,0.024,41.66666667,2.25526921389276,0.038857864120577,80.53492879852092
38,619,1.8691356071972427,0.0233440172621363,82.47648869180637,2.6892754381368404,0.03700946101816,77.54152248837879,2.2309578601886875,0.0293869145728085,81.21915446056656,2,0.049,40.81632653,2.2309578601886875,0.0293869145728085,81.21915446056656
39,620,1.7863607874641718,0.0229832114276471,79.49171487734861,2.623630158314284,0.0346657028259543,85.51759868948557,2.399438063980241,0.0295595893753982,85.69400910241737,1,0.044,22.72727273,2.399438063980241,0.038882336119973465,116.95795252977223
40,621,1.8067073791342507,0.0248578262440616,76.38536107950588,2.5642368099034,0.0352499216044348,82.04159956096314,2.3613963436011707,0.0289539141967888,85.74285552599666,5,0.043,116.2790698,2.3613963436011707,0.0271129343479398,105.25784418860115
41,622,1.825116200169084,0.0246491444112939,77.51392613098152,2.700976161341171,0.0376832624040125,80.49377804849046,2.5174538346867736,0.0296249699875709,88.15887986637793,3,0.04,75.0,2.7158851805457704,0.0296249699875709,88.15887986637793
42,623,1.7465337049148857,0.0239524004673611,75.62615294612614,2.729454622165821,0.0393896183655351,77.9664500943485,2.372934421859462,0.0284416395125641,85.29989462958004,1,0.018,55.55555556,2.372934421859462,0.01827494765915739,79.15267455288674
43,624,1.6754352568277535,0.0251844469942791,71.00541778268556,2.659982753388124,0.0380001309021508,78.22156544631531,2.242178762634752,0.0288186262256532,80.11554252485813,1,0.032,31.25,2.242178762634752,0.0288186262256532,80.11554252485813
44,625,1.6111080895108247,0.0269764044233954,66.40749920623931,2.50188915782735,0.0374286898638507,73.74808302285672,2.4095903090504893,0.030493042775591,80.69567147963355,1,0.041,24.3902439,2.4095903090504893,0.030493042775591,81.58510251077034
45,626,1.5529073190812226,0.0300368526687863,61.69414625612127,2.4540901904152213,0.037673576543484,71.4863608302037,2.656295993902824,0.0304460863207728,88.88338531014465,2,0.023,86.95652174,2.656295993902824,0.0304460863207728,88.88338531014465
46,627,1.5954875744068204,0.0309010677479495,60.68864314982401,2.506081600851867,0.0370189502060093,73.95457383685097,2.689029708769221,0.0291464590521278,97.4251037187023,1,0.03,33.33333333,2.689029708769221,0.0291464590521278,97.4251037187023
47,628,1.5387744720823613,0.0312596962481448,57.656025121269344,2.457883353151689,0.036198097805437,73.6181892057223,3.0043602126959623,0.0309801296185918,99.95289785025446,1,0.018,55.55555556,3.0043602126959623,0.03013320597066828,99.95289785025446
48,629,1.582700712836422,0.0310339050816548,58.75838170305322,2.319037319518195,0.0361792313477763,69.25243573660589,3.003944954343966,0.0308105934644402,100.21831005499212,2,0.068,29.41176471,2.2758330072253994,0.0308105934644402,100.21831005499212
49,630,1.527205406852001,0.0309989300262591,56.26793541228625,2.1934147176593197,0.0349812093146547,66.69247817692914,2.8130930539302548,0.0307333940868745,93.84831227165957,2,0.073,27.39726027,2.8130930539302548,0.0307333940868745,93.84831227165957
50,631,1.4769953681041912,0.0299937408809011,55.56746951397328,2.0797561731203364,0.0329068084275448,67.55582080388827,3.116608001174993,0.0333683089357436,94.69511357912054,1,0.086,11.62790698,3.116608001174993,0.0333683089357436,132.13595831349093
51,632,1.6220434282847442,0.0289572999398629,65.22549567454726,2.072160347108876,0.03129663619635,73.02669501304176,3.295978667729756,0.0348379937990061,95.43453289539478,2,0.062,32.25806452,3.295978667729756,0.0348379937990061,95.43453289539478
52,633,1.5628011970195304,0.028146551755114,63.671928798876095,1.970049837860412,0.0288874327490786,81.94478755465683,3.5535045088983503,0.0363200896276722,97.68339823869051,1,0.074,13.51351351,3.5535045088983503,0.04095853303327676,127.08689712093289
53,634,1.5092010830176703,0.026947409302246,63.73038455993552,2.1633784247308485,0.0318124391539282,80.53234054564189,3.500789793765174,0.0351086525202748,100.48675498738666,1,0.02,50.0,3.500789793765174,0.0351086525202748,62.3089104002557
54,635,1.4607057417778924,0.0268360158448892,61.35540540660832,2.7192471461850536,0.0347255401868874,85.07260603653313,3.643571718168491,0.0352697332326296,103.85654643620698,1,0.058,17.24137931,3.6337359135079366,0.0352697332326296,139.73367098361285
55,636,1.416829004465712,0.0280474006215665,57.9197381183599,2.7459855132150484,0.0355707268357553,83.5235330282919,3.3918029831048253,0.0346916634009506,97.22702537942536,1,0.021,47.61904762,3.3918029831048253,0.046033375642414345,131.5767973492398
56,637,1.377131004040406,0.0268577011337982,58.52602156327801,2.865415464337425,0.0353449433275881,87.04338013988314,3.164012222809128,0.03413055260086,91.2741869832896,1,0.019,52.63157895,3.164012222809128,0.03413055260086,113.41785334265265
57,638,1.3412137655603673,0.0276014121686746,55.69936749534677,3.0687092296386225,0.0372359011059131,87.38017347322761,3.14839201111302,0.0336990714007781,92.23391692773822,1,0.01,100.0,3.14839201111302,0.03422323255282339,79.12344593113055
58,639,1.30871721645938,0.0271737644383246,54.51554495007565,2.871689303006373,0.0376515295720166,81.3476294795869,3.229497533864161,0.0328515407911802,98.81071746795362,3,0.071,42.25352113,3.229497533864161,0.020757990105621685,81.01022174959527
59,640,1.2793155767965816,0.0284376386822937,51.67837635768749,2.693433178910528,0.0369990029461102,76.69238214534053,3.017164435400908,0.0318180607158297,93.72917727576755,1,0.047,21.27659574,3.017164435400908,0.03624159404292636,93.72917727576755
60,641,1.2527140932921452,0.0290732074744562,49.4691036245744,2.722630019014287,0.0356086217131474,82.14344778864142,2.8250535367912977,0.0301591977905126,91.41634557712304,1,0.031,32.25806452,2.8250535367912977,0.0301591977905126,118.07751158935153
61,642,1.228646084407179,0.0277858120959365,50.88020940223399,2.6538081124414976,0.0343506577404667,82.82366364591367,2.651238914239745,0.028696417048559,89.14503338596846,1,0.033,30.3030303,2.651238914239745,0.028696417048559,102.8944365206813
62,643,1.2068702668445903,0.0275522426582283,49.79387366964028,2.49630257792326,0.0348886903366127,77.31664806058856,2.684454255740722,0.0286300916153629,90.85911183492384,4,0.046,86.95652174,2.9823387462134754,0.0286300916153629,111.35837790900885
63,644,1.1871683366689152,0.0255208121193494,60.35772243443644,2.4490356657400927,0.0335850055426496,78.93788373481823,2.904982421860653,0.030284368604376,92.5578299649311,1,0.023,43.47826087,2.904982421860653,0.030284368604376,92.5578299649311
64,645,1.455057066509971,0.0254183008698876,70.19378349782345,2.406270364241037,0.0337769097766829,76.77044483435935,3.009269810254877,0.0314763334991973,92.64355510446148,1,0.014,71.42857143,3.009269810254877,0.0314763334991973,92.64355510446148
65,646,1.4117182982709262,0.0243943357394221,70.00216775326884,2.367577948599033,0.0326172040836655,78.27731604918226,3.1036250664210794,0.0322500160230833,93.44036899927468,1,0.028,35.71428571,2.7550166443986805,0.021512701384226035,93.44036899927468
